blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blue_objective_share,blue_vision_share,blue_kill_share,log_blueTotalGold,log_blueTotalExperience,log_redTotalGold,log_redTotalExperience,log_blueGoldPerMin,log_redGoldPerMin
16,2,0,7,9,8,0,0,0,0,15615,6.8,17025,188,39,-3370,-2779,18.8,1561.5,20,2,1,9,7,7,1,0,1,0,18985,7.2,19804,250,52,25.0,1898.5,0.0,0.4444444444444444,0.4375,9.656051308652874,9.742496866444002,9.851457144441744,9.893689710056018,7.354042381610556,7.54934597262768
16,3,0,4,6,6,1,1,0,0,15407,6.6,17007,232,24,-1122,-302,23.2,1540.7,15,1,1,6,4,8,0,0,0,0,16529,6.8,17309,214,52,21.4,1652.9,1.0,0.5161290322580645,0.4,9.642642134037906,9.74143910058173,9.712932190815069,9.759039648170255,7.340640982666294,7.410891414263748
18,3,0,5,5,3,1,0,1,0,16009,7.2,19116,206,45,565,2073,20.6,1600.9,21,3,1,5,5,4,0,0,0,0,15444,6.8,17043,218,49,21.8,1544.4,1.0,0.46153846153846156,0.5,9.68096880599076,9.858333270529018,9.645040605352682,9.743553514619803,7.378945703707438,7.343038055499483
15,2,1,4,1,6,1,1,0,0,15508,6.8,17062,217,48,1728,-337,21.7,1550.8,17,3,0,1,4,0,0,0,0,0,13780,6.8,17399,223,47,22.3,1378.0,1.0,0.46875,0.8,9.649175779559453,9.744667655527264,9.531046110875145,9.764225485202621,7.347170826459849,7.229113877793302
16,3,1,12,1,10,0,0,0,0,18849,7.4,19281,231,43,5077,3251,23.1,1884.9,16,4,0,1,12,0,0,0,0,0,13772,6.6,16030,224,41,22.4,1377.2,0.0,0.5,0.9230769230769231,9.844268192876157,9.866927297224326,9.530465432917332,9.682279626689674,7.5421604395183195,7.228533578923107
15,1,1,8,10,15,1,1,0,0,17231,7.0,17898,193,59,-1471,-1810,19.3,1723.1,16,5,0,10,8,11,0,0,0,0,18702,7.2,19708,213,52,21.3,1870.2,1.0,0.4838709677419355,0.4444444444444444,9.75452339939617,9.7925001243465,9.836439217783001,9.888830663192495,7.452460454181805,7.534335215269969
13,1,0,5,7,5,1,0,1,0,15814,6.8,17936,229,39,-1706,-685,22.9,1581.4,13,3,1,7,5,10,1,1,0,0,17520,7.0,18621,238,68,23.8,1752.0,0.5,0.5,0.4166666666666667,9.66871413573975,9.794620897549015,9.771155440487087,9.832098956448474,7.366697960868447,7.469083884921234
17,2,1,13,5,16,0,0,0,0,19336,7.2,19116,212,30,4627,4784,21.2,1933.6,14,3,0,5,13,6,0,0,0,0,14709,6.0,14332,175,29,17.5,1470.9,0.0,0.5483870967741935,0.7222222222222222,9.869775638050593,9.858333270529018,9.596282813595483,9.570319849923216,7.5676558657484465,7.294309362198541
36,3,1,9,2,13,0,0,0,0,19570,7.8,21203,259,74,4826,4472,25.9,1957.0,17,3,0,2,9,4,1,1,0,0,14744,6.6,16731,229,52,22.9,1474.4,0.0,0.6792452830188679,0.8181818181818182,9.88180415770497,9.961945122107696,9.598659321249377,9.72507833256209,7.579678823090456,7.2966844184502015
17,2,0,5,5,4,1,1,0,0,16660,7.0,19188,217,55,785,1439,21.7,1666.0,18,2,1,5,5,6,0,0,0,0,15875,6.8,17749,200,48,20.0,1587.5,1.0,0.4857142857142857,0.5,9.72082593792907,9.862092477169742,9.672563813902956,9.784140794903562,7.418780882750794,7.370545453709571
19,5,0,10,8,10,1,1,0,0,17251,6.8,17415,217,46,-733,-541,21.7,1725.1,17,3,1,8,10,13,0,0,0,0,17984,6.8,17956,234,39,23.4,1798.4,1.0,0.5277777777777778,0.5555555555555556,9.755683357767733,9.765144602914383,9.797293356129725,9.795735290041899,7.453619807392643,7.4952085549830185
14,3,1,6,8,7,1,1,0,0,16058,7.0,17515,217,51,-677,-1382,21.7,1605.8,59,5,0,8,6,6,1,0,1,0,16735,7.2,18897,214,56,21.4,1673.5,0.5,0.1917808219178082,0.42857142857142855,9.68402471906149,9.770870027921289,9.72531736686465,9.846811375342572,7.381999902485127,7.423269892234259
16,3,0,3,2,4,1,1,0,0,14867,7.0,17875,205,52,-178,738,20.5,1486.7,18,3,1,2,3,2,0,0,0,0,15045,6.8,17137,245,49,24.5,1504.5,1.0,0.47058823529411764,0.6,9.606966531417143,9.791214310053341,9.618867454120167,9.749053499229063,7.304986582163198,7.3168803479217885
15,1,1,8,2,10,1,1,0,0,19630,7.2,20181,246,64,5082,2398,24.6,1963.0,16,0,0,2,8,2,0,0,0,0,14548,6.8,17783,226,60,22.6,1454.8,1.0,0.4838709677419355,0.8,9.884865228408033,9.912546397024474,9.585277541715389,9.786054455644033,7.582738488914411,7.283310856684158
12,0,0,6,10,4,0,0,0,0,15475,6.4,15944,205,42,-2395,-3117,20.5,1547.5,37,1,1,10,6,13,1,1,0,0,17870,7.2,19061,210,53,21.0,1787.0,0.0,0.24489795918367346,0.375,9.647045715820404,9.676900579444158,9.790934566296798,9.855452103497571,7.345041999413257,7.488852955733459
17,7,0,3,5,2,2,1,1,0,14303,6.2,15787,187,58,-2657,-2095,18.7,1430.3,21,2,1,5,3,6,0,0,0,0,16960,7.0,17882,237,51,23.7,1696.0,1.0,0.4473684210526316,0.375,9.568294497413296,9.667005436782738,9.738671869871839,9.791605819888035,7.266338401190171,7.436617265234227
16,4,0,11,2,7,1,1,0,0,17389,7.2,18459,221,52,2577,2588,22.1,1738.9,18,2,1,2,11,2,1,0,1,0,14812,6.6,15871,218,53,21.8,1481.2,0.5,0.47058823529411764,0.8461538461538461,9.763650607348328,9.823361508056843,9.603260452582052,9.672311829524654,7.46158291929267,7.3012827495172585
16,1,0,9,10,9,0,0,0,0,16731,7.0,17994,191,52,-1625,-442,19.1,1673.1,13,5,1,10,9,12,0,0,0,0,18356,7.0,18436,229,34,22.9,1835.6,0.0,0.5517241379310345,0.47368421052631576,9.72507833256209,9.79784922051313,9.81776625213065,9.82211479407039,7.423030986421739,7.515671315179421
17,3,1,4,4,3,0,0,0,0,15812,7.0,17970,241,42,650,128,24.1,1581.2,11,0,0,4,4,4,1,1,0,0,15162,6.8,17842,198,67,19.8,1516.2,0.0,0.6071428571428571,0.5,9.668587665523317,9.796514626532023,9.62661352880094,9.789366553431428,7.366571562587296,7.324621809814744
22,3,1,9,1,12,0,0,0,0,18681,7.4,20293,249,59,5492,4505,24.9,1868.1,12,0,0,1,9,1,1,0,1,0,13189,6.4,15788,181,48,18.1,1318.9,0.0,0.6470588235294118,0.9,9.835315772432795,9.918080554839028,9.48721424571136,9.667068774021889,7.533212310572132,7.185311255134909
12,0,0,7,8,7,0,0,0,0,16697,7.0,18511,211,43,-864,-865,21.1,1669.7,13,3,1,8,7,8,0,0,0,0,17561,7.2,19376,226,52,22.6,1756.1,0.0,0.48,0.4666666666666667,9.723044230753946,9.826174449433458,9.773492755919941,9.871842074700583,7.420997979263733,7.471420001763846
16,6,0,3,5,3,1,1,0,0,16040,7.0,18690,248,72,-877,-813,24.8,1604.0,14,2,1,5,3,6,0,0,0,0,16917,7.2,19503,264,52,26.4,1691.7,1.0,0.5333333333333333,0.375,9.682903223616842,9.835797403566177,9.73613342286396,9.878374851721052,7.380879035564116,7.434080166195051
84,3,0,5,9,7,0,0,0,0,15791,7.0,17342,192,57,-1892,-580,19.2,1579.1,11,1,1,9,5,12,0,0,0,0,17683,7.2,17922,205,40,20.5,1768.3,0.0,0.8842105263157894,0.35714285714285715,9.667258761673263,9.760944245750586,9.780415554946133,9.793840083231597,7.365243415157454,7.478339267118957
15,3,0,4,6,2,0,0,0,0,15009,6.4,16571,211,44,-1806,-1419,21.1,1500.9,21,4,1,6,4,7,2,1,1,0,16815,7.0,17990,220,59,22.0,1681.5,0.0,0.4166666666666667,0.4,9.616471924627508,9.715469803197292,9.730086093116732,9.79762691183662,7.314486252211535,7.428036061518883
14,1,0,6,5,8,1,1,0,1,17471,6.8,17895,217,56,1019,37,21.7,1747.1,16,2,1,5,6,4,0,0,0,0,16452,6.8,17858,206,55,20.6,1645.2,1.0,0.4666666666666667,0.5454545454545454,9.768354878544631,9.792332503169966,9.70826311038665,9.7902628618215,7.466284762817138,7.406224880538543
13,0,1,8,9,10,1,0,1,0,17563,7.0,18068,190,55,268,789,19.0,1756.3,21,0,0,9,8,13,0,0,0,0,17295,6.6,17279,234,34,23.4,1729.5,1.0,0.38235294117647056,0.47058823529411764,9.773606631681607,9.801953041711831,9.758230539878989,9.757305042358047,7.4715338192008005,7.4561656630753985
18,4,1,9,7,10,1,1,0,0,16922,6.8,17350,207,36,-251,-1675,20.7,1692.2,15,3,0,7,9,3,0,0,0,0,17173,7.2,19025,221,48,22.1,1717.3,1.0,0.5454545454545454,0.5625,9.736428922408086,9.761405420601672,9.75115189123243,9.853561743766402,7.434375508646768,7.449090708952699
17,2,0,9,6,6,1,1,0,0,17261,7.0,18577,219,56,1704,2023,21.9,1726.1,15,1,1,6,9,8,0,0,0,0,15557,6.6,16554,182,42,18.2,1555.7,1.0,0.53125,0.6,9.756262832779603,9.829733363947467,9.652330254766719,9.714443449981347,7.454198980349873,7.350323475041804
15,1,1,9,3,8,0,0,0,0,17940,7.4,19752,224,53,3828,2549,22.4,1794.0,13,3,0,3,9,3,1,1,0,0,14112,6.8,17203,200,37,20.0,1411.2,0.0,0.5357142857142857,0.75,9.794843875419385,9.891060657528001,9.554851637414007,9.752897193903626,7.492760300922379,7.252904051082247
15,1,1,2,4,3,0,0,0,0,14767,7.2,18018,236,58,-976,-1408,23.6,1476.7,29,0,0,4,2,4,1,0,1,0,15743,7.2,19426,215,59,21.5,1574.3,0.0,0.3409090909090909,0.3333333333333333,9.600217956742634,9.799182035726814,9.664214619292034,9.874419130038781,7.298242103909589,7.3622010093119234
50,4,1,13,6,22,1,1,0,0,20876,7.6,21016,226,56,4988,3720,22.6,2087.6,17,4,0,6,13,6,1,0,1,0,15888,6.8,17296,212,51,21.2,1588.8,0.5,0.746268656716418,0.6842105263157895,9.94640335351296,9.953086913027413,9.673382324888367,9.758288355043923,7.644249264045448,7.371363501139013
13,0,1,9,9,7,1,1,0,0,17687,6.8,18503,206,56,-609,-504,20.6,1768.7,16,1,0,9,9,13,0,0,0,0,18296,7.0,19007,225,60,22.5,1829.6,1.0,0.4482758620689655,0.5,9.780641722537283,9.825742203911275,9.814492390964565,9.852615222162372,7.4785653196771396,7.5123990609506786
15,4,1,11,10,9,1,0,1,0,17797,7.0,17892,191,36,354,248,19.1,1779.7,18,2,0,10,11,11,0,0,0,0,17443,6.8,17644,198,44,19.8,1744.3,1.0,0.45454545454545453,0.5238095238095238,9.786841370416807,9.792164853891862,9.766751028962657,9.77820773610937,7.4847618244072684,7.464681739630791
16,3,1,6,4,2,1,1,0,0,16027,7.0,18775,231,52,276,-106,23.1,1602.7,13,0,0,4,6,4,0,0,0,0,15751,7.2,18881,239,56,23.9,1575.1,1.0,0.5517241379310345,0.6,9.682092471756036,9.84033473753086,9.664722620318962,9.845964366292462,7.380068738514763,7.362708720181495
20,5,0,4,9,3,1,1,0,0,15211,6.8,17951,225,56,-3848,-2091,22.5,1521.1,16,2,1,9,4,14,1,0,1,0,19059,7.2,20042,238,68,23.8,1905.9,0.5,0.5555555555555556,0.3076923076923077,9.62983986904815,9.795456808322422,9.855347177208193,9.905635244593586,7.327846239285621,7.553234165840581
37,4,0,7,7,8,1,1,0,0,17114,7.0,18783,210,41,-218,-840,21.0,1711.4,11,11,1,7,7,6,0,0,0,0,17332,7.4,19623,226,71,22.6,1733.2,1.0,0.7708333333333334,0.5,9.747710550964285,9.840760722627824,9.76036747794131,9.884508585938326,7.445651174270791,7.45830149094306
82,2,1,10,5,9,2,1,1,0,18408,7.4,19955,208,73,1917,1186,20.8,1840.8,16,3,0,5,10,4,0,0,0,0,16491,7.0,18769,211,41,21.1,1649.1,1.0,0.8367346938775511,0.6666666666666666,9.820594954446562,9.901285128980929,9.71063069382679,9.840015129580555,7.518498633287266,7.4085911711187595
15,5,0,4,7,4,0,0,0,0,15777,6.8,17261,229,48,-621,-784,22.9,1577.7,57,1,1,7,4,14,1,1,0,0,16398,7.0,18045,204,56,20.4,1639.8,0.0,0.20833333333333334,0.36363636363636365,9.666371843655035,9.756262832779603,9.704975636343447,9.800679332554447,7.364357002537681,7.4029392067581705
84,0,0,6,14,5,0,0,0,0,15740,6.4,15862,177,49,-4093,-2844,17.7,1574.0,22,1,1,14,6,16,1,1,0,0,19833,7.2,18706,208,41,20.8,1983.3,0.0,0.7924528301886793,0.3,9.664024052354822,9.671744632408455,9.89515291574607,9.836653064348905,7.362010551259734,7.593021486091207
17,4,1,9,8,9,1,1,0,0,17375,6.8,18035,217,50,238,368,21.7,1737.5,21,4,0,8,9,11,0,0,0,0,17137,6.8,17667,207,40,20.7,1713.7,1.0,0.4473684210526316,0.5294117647058824,9.762845222733661,9.800125039540974,9.749053499229063,9.779510372716418,7.460777951447916,7.446993417184806
17,1,1,12,9,8,0,0,0,0,18086,6.8,17120,190,42,1030,705,19.0,1808.6,12,2,0,9,12,9,0,0,0,0,17056,6.6,16415,174,48,17.4,1705.6,0.0,0.5862068965517241,0.5714285714285714,9.802948727157515,9.748061059204817,9.744315955640873,9.706011747970496,7.500861105361856,7.442258366102484
12,4,0,7,4,12,0,0,0,0,16526,6.6,17213,211,54,562,249,21.1,1652.6,21,3,1,4,7,9,1,1,0,0,15964,6.8,16964,233,48,23.3,1596.4,0.0,0.36363636363636365,0.6363636363636364,9.712750686140826,9.75347828520942,9.678154105148883,9.73890767721833,7.410710008367558,7.376132586483289
14,5,1,7,3,14,1,1,0,0,16594,7.0,18266,217,51,611,290,21.7,1659.4,18,1,0,3,7,1,0,0,0,0,15983,6.8,17976,239,60,23.9,1598.3,1.0,0.4375,0.7,9.716856724154075,9.812851432276684,9.679343500888335,9.796848442046416,7.414813816178884,7.377321312496825
15,1,1,3,4,2,0,0,0,0,15409,6.8,17883,240,44,-729,-900,24.0,1540.9,35,0,0,4,3,4,0,0,0,0,16138,7.0,18783,250,44,25.0,1613.8,0.0,0.3,0.42857142857142855,9.642771928314161,9.791661737353872,9.688993982035823,9.840760722627824,7.340770701177307,7.386966388978785
14,3,1,4,4,9,1,1,0,0,15823,6.8,17501,230,46,-211,-1817,23.0,1582.3,36,4,0,4,4,4,0,0,0,0,16034,7.2,19318,233,64,23.3,1603.4,1.0,0.28,0.5,9.669283053862493,9.770070439095777,9.682529112127256,9.868844346592555,7.367266555507388,7.380505133895898
16,3,0,7,11,11,0,0,0,0,16792,6.4,16518,198,52,-2787,-2662,19.8,1679.2,13,6,1,11,7,11,2,1,1,0,19579,7.2,19180,216,63,21.6,1957.9,0.0,0.5517241379310345,0.3888888888888889,9.728717411895008,9.712266512555141,9.8822639160845,9.861675484721689,7.426668112930747,7.5801383701893545
17,3,1,5,7,9,1,1,0,0,15288,6.6,16534,206,57,-861,131,20.6,1528.8,25,3,0,7,5,13,0,0,0,0,16149,6.6,16403,200,34,20.0,1614.9,1.0,0.40476190476190477,0.4166666666666667,9.634888894560614,9.713234625415893,9.689675328650802,9.705280486511949,7.332892286887765,7.387647355978202
18,3,1,7,4,10,1,1,0,0,16753,6.8,17461,220,39,2015,857,22.0,1675.3,17,5,0,4,7,2,1,0,1,0,14738,6.4,16604,171,60,17.1,1473.8,0.5,0.5142857142857142,0.6363636363636364,9.726392314713754,9.767782370370753,9.598252320836758,9.717459133810847,7.4243442626372325,7.296277666359989
13,0,1,4,3,6,0,0,0,0,15500,7.0,18238,216,44,-403,-26,21.6,1550.0,57,5,0,3,4,3,1,1,0,0,15903,7.0,18264,242,54,24.2,1590.3,0.0,0.18571428571428572,0.5714285714285714,9.648659816955295,9.811317437563998,9.674325928896355,9.812741939229383,7.346655163176539,7.372306571216138
11,3,1,9,7,14,1,1,0,0,17631,7.0,17645,199,38,1328,1043,19.9,1763.1,16,0,0,7,9,7,0,0,0,0,16303,6.6,16602,188,56,18.8,1630.3,1.0,0.4074074074074074,0.5625,9.777470711952642,9.77826440778205,9.699165755462506,9.717338680907787,7.47539592430236,7.397132521942257
18,2,0,15,6,15,0,0,0,0,19931,7.0,18115,213,40,4375,3249,21.3,1993.1,17,1,1,6,15,6,0,0,0,0,15556,6.2,14866,169,40,16.9,1555.6,0.0,0.5142857142857142,0.7142857142857143,9.900081759401296,9.804550804676104,9.652265977087122,9.60689927061335,7.597948099715646,7.3502592345252875
22,5,0,2,2,1,1,1,0,0,14569,6.6,16559,227,38,-676,-864,22.7,1456.9,13,12,1,2,2,3,0,0,0,0,15245,6.8,17423,236,46,23.6,1524.5,1.0,0.6285714285714286,0.5,9.58671989918925,9.71474542793925,9.632072452548218,9.765603845172741,7.2847523231107765,7.3300775041567245
38,2,1,7,6,6,0,0,0,0,17232,7.2,18525,238,54,672,411,23.8,1723.2,16,2,0,6,7,13,1,1,0,0,16560,7.0,18114,210,52,21.0,1656.0,0.0,0.7037037037037037,0.5384615384615384,9.754581429281577,9.826930429813974,9.714805812589491,9.804495603329178,7.4525184537758244,7.4127640174265625
17,5,0,6,4,9,0,0,0,0,17096,7.2,19253,241,63,419,462,24.1,1709.6,14,4,1,4,6,5,1,1,0,0,16677,7.2,18791,247,60,24.7,1667.7,0.0,0.5483870967741935,0.6,9.74665828850311,9.865474110337912,9.72184576464693,9.841186526338749,7.444599465146681,7.4198001591528575
16,4,0,2,5,2,1,1,0,0,15103,7.0,18559,246,66,-1761,-881,24.6,1510.3,18,2,1,5,2,6,1,0,1,0,16864,7.4,19440,268,52,26.8,1686.4,0.5,0.47058823529411764,0.2857142857142857,9.622714888385282,9.828764006340192,9.732995747495751,9.87513951702064,7.320725486576075,7.430944161731526
18,3,0,4,3,3,1,1,0,0,15442,7.2,18590,220,64,-79,-815,22.0,1544.2,51,3,1,3,4,4,1,0,1,0,15521,7.2,19405,217,72,21.7,1552.1,0.5,0.2608695652173913,0.5714285714285714,9.644911105223,9.830432871630217,9.650013651414085,9.873337575585245,7.3429086307921265,7.348008212575965
14,5,0,4,5,4,1,1,0,0,15129,7.0,17887,197,61,-1330,-639,19.7,1512.9,14,4,1,5,4,4,0,0,0,0,16459,7.0,18526,241,56,24.1,1645.9,1.0,0.5,0.4444444444444444,9.624434806782402,9.791885375954825,9.70868847423106,9.826984406550013,7.322444381617833,7.406650011880163
15,3,0,5,3,5,0,0,0,0,16564,7.0,18605,222,63,1436,1597,22.2,1656.4,14,4,1,3,5,5,1,1,0,0,15128,6.8,17008,221,52,22.1,1512.8,0.0,0.5172413793103449,0.625,9.715047314733996,9.831239388328504,9.624368710744834,9.741497894714092,7.413005388414942,7.322378324875067
17,5,0,7,7,8,0,0,0,0,16310,6.8,17712,219,44,464,426,21.9,1631.0,16,2,1,7,7,4,1,1,0,0,15846,6.8,17286,212,48,21.2,1584.6,0.0,0.5151515151515151,0.5,9.69959500581403,9.782054112252597,9.670735486942808,9.757710052922787,7.397561535524052,7.368718163575723
20,7,0,7,4,10,0,0,0,0,16082,6.8,17134,199,49,287,289,19.9,1608.2,31,4,1,4,7,4,0,0,0,0,15795,6.6,16845,209,52,20.9,1579.5,0.0,0.39215686274509803,0.6363636363636364,9.685518092495647,9.74887843430871,9.66751202240654,9.73186851887531,7.383492440075633,7.365496531655673
20,1,0,9,9,10,1,1,0,0,17569,6.8,17411,228,37,-116,-303,22.8,1756.9,18,4,1,9,9,11,1,0,1,0,17685,7.0,17714,207,45,20.7,1768.5,0.5,0.5263157894736842,0.5,9.773948181181144,9.764914902672189,9.78052864513568,9.782167017299573,7.471875193805845,7.478452299785518
20,4,0,4,6,4,1,0,1,0,15888,7.4,18421,234,65,-205,1064,23.4,1588.8,18,2,1,6,4,7,0,0,0,0,16093,7.0,17357,217,32,21.7,1609.3,1.0,0.5263157894736842,0.4,9.673382324888367,9.821300881548181,9.686201810706079,9.76180877420419,7.371363501139013,7.38417577602395
15,0,1,2,4,4,1,1,0,0,13946,6.6,16402,211,44,-1896,-2216,21.1,1394.6,14,3,0,4,2,5,0,0,0,0,15842,7.0,18618,232,55,23.2,1584.2,1.0,0.5172413793103449,0.3333333333333333,9.543019710358694,9.705219523912486,9.670483041375043,9.831937843696052,7.241079709312619,7.36846586131628
16,3,0,1,6,0,0,0,0,0,13775,7.0,17208,206,61,-2217,-715,20.6,1377.5,18,4,1,6,1,6,1,1,0,0,15992,6.8,17923,242,40,24.2,1599.2,0.0,0.47058823529411764,0.14285714285714285,9.530683226667511,9.753187781764911,9.67990640549087,9.793895875906033,7.2287512304638515,7.377883900416023
19,2,1,2,7,2,1,1,0,0,15222,7.0,17812,231,64,-1586,410,23.1,1522.2,17,5,0,7,2,14,1,0,1,0,16808,6.8,17402,211,64,21.1,1680.8,0.5,0.5277777777777778,0.2222222222222222,9.630562721059254,9.787683806792485,9.729669736233394,9.764397884134175,7.328568664037101,7.427619927398798
16,3,0,11,7,16,1,1,0,0,18421,7.2,18519,232,44,2256,725,23.2,1842.1,16,3,1,7,11,7,0,0,0,0,16165,6.8,17794,222,35,22.2,1616.5,1.0,0.5,0.6111111111111112,9.821300881548181,9.82660650820017,9.69066555029379,9.786672797944293,7.519204215557577,7.388637026375056
16,12,1,9,4,8,1,1,0,0,17915,7.0,19615,225,56,1963,781,22.5,1791.5,36,4,0,4,9,1,0,0,0,0,15952,7.2,18834,258,56,25.8,1595.2,1.0,0.3076923076923077,0.6923076923076923,9.793449447327191,9.884100838735938,9.677402178300998,9.843472120126142,7.491366572473775,7.3753810834419085
15,5,1,6,2,8,1,1,0,0,18027,7.2,19090,252,53,3909,1938,25.2,1802.7,15,2,0,2,6,1,0,0,0,0,14118,6.6,17152,219,37,21.9,1411.8,1.0,0.5,0.75,9.799681383810539,9.856972298794659,9.555276687009526,9.749928364409826,7.497595389676153,7.253328829849695
15,2,1,2,7,1,0,0,0,0,14624,6.8,17333,225,44,-2794,-2624,22.5,1462.4,39,5,0,7,2,13,0,0,0,0,17418,7.4,19957,231,60,23.1,1741.8,0.0,0.2777777777777778,0.2222222222222222,9.590487672100057,9.76042516969429,9.765316843477462,9.901385344444257,7.28851777444993,7.463248294243287
15,1,1,2,4,1,0,0,0,0,15193,7.0,17619,252,48,-610,-1156,25.2,1519.3,39,1,0,4,2,6,1,1,0,0,15803,7.4,18775,215,60,21.5,1580.3,0.0,0.2777777777777778,0.3333333333333333,9.628655892063167,9.77678989949017,9.66801835153128,9.84033473753086,7.3266629627867905,7.366002572529271
80,3,1,7,2,7,1,1,0,0,17324,7.2,19349,216,48,3129,2922,21.6,1732.4,18,0,0,2,7,3,0,0,0,0,14195,6.8,16427,208,47,20.8,1419.5,1.0,0.8163265306122449,0.7777777777777778,9.759905824058103,9.870447698457928,9.560715513766388,9.70674247507645,7.457840076700244,7.258764201294243
38,5,1,4,3,3,2,1,1,0,15211,7.0,18741,200,64,464,1520,20.0,1521.1,16,7,0,3,4,2,0,0,0,0,14747,6.8,17221,242,41,24.2,1474.7,1.0,0.7037037037037037,0.5714285714285714,9.62983986904815,9.838522273683768,9.598862759354034,9.753942915256111,7.327846239285621,7.296887732469404
21,5,1,2,3,1,0,0,0,0,14868,7.0,17736,257,39,-539,-852,25.7,1486.8,15,7,0,3,2,4,1,0,1,0,15407,7.2,18588,243,58,24.3,1540.7,0.0,0.5833333333333334,0.4,9.607033787697222,9.783408132205587,9.642642134037906,9.830325286907144,7.305053797757241,7.340640982666294
19,3,0,10,4,9,0,0,0,0,17979,7.0,18648,214,55,2507,2680,21.4,1797.9,28,4,1,4,10,6,1,1,0,0,15472,6.4,15968,214,56,21.4,1547.2,0.0,0.40425531914893614,0.7142857142857143,9.79701530802561,9.833547804331447,9.646851848489673,9.678404621840867,7.4949306459686404,7.344848244770613
18,5,0,3,7,5,0,0,0,0,14996,6.4,16234,221,44,-1502,-959,22.1,1499.6,17,4,1,7,3,13,0,0,0,0,16498,6.8,17193,229,48,22.9,1649.8,0.0,0.5142857142857142,0.3,9.61560546008168,9.694924684536947,9.711055051991444,9.752315764734389,7.313620307111628,7.409015297878427
20,2,1,7,7,7,1,1,0,0,16636,6.8,17569,207,53,-1117,-509,20.7,1663.6,16,4,0,7,7,4,0,0,0,0,17753,7.0,18078,230,54,23.0,1775.3,1.0,0.5555555555555556,0.5,9.719384409659742,9.773948181181144,9.784366121628265,9.802506322682014,7.417340133311995,7.48228782820584
17,6,1,7,2,6,0,0,0,0,17376,7.0,18907,238,43,2809,1740,23.8,1737.6,22,2,0,2,7,3,1,0,1,0,14567,6.6,17167,234,44,23.4,1456.7,0.0,0.4358974358974359,0.7777777777777778,9.762902771722255,9.847340391913127,9.586582621407445,9.75080246487048,7.460835470644964,7.284615130079967
24,5,1,13,4,16,1,1,0,0,20029,7.4,20123,213,54,6445,4988,21.3,2002.9,17,2,0,4,13,4,0,0,0,0,13584,6.0,15135,176,29,17.6,1358.4,1.0,0.5853658536585366,0.7647058823529411,9.904986428659864,9.909668411611209,9.516721521860449,9.62483129129166,7.602850560760098,7.214798704912538
16,6,1,7,11,7,0,0,0,0,16851,6.8,16674,216,42,-778,-752,21.6,1685.1,13,4,0,11,7,14,1,1,0,0,17629,6.8,17426,200,34,20.0,1762.9,0.0,0.5517241379310345,0.3888888888888889,9.732224623098908,9.721665870783825,9.777357275391916,9.765776006660642,7.430173448783935,7.475282545617431
15,2,1,9,3,9,0,0,0,0,16963,7.0,18341,245,37,2609,681,24.5,1696.3,17,3,0,3,9,2,1,1,0,0,14354,7.0,17660,209,52,20.9,1435.4,0.0,0.46875,0.75,9.738848730594482,9.81694879111889,9.571853592555165,9.779114097696372,7.4367940321674855,7.269895262351928
15,2,0,7,6,7,0,0,0,0,15778,6.2,15796,213,19,-1578,-2563,21.3,1577.8,13,1,1,6,7,3,2,1,1,1,17356,7.2,18359,201,56,20.1,1735.6,0.0,0.5357142857142857,0.5384615384615384,9.66643522103567,9.667575327569097,9.761751162220882,9.817929664174482,7.364420343788692,7.459684457626545
13,18,1,8,2,8,0,0,0,0,17263,7.0,18277,222,41,2622,1080,22.2,1726.3,37,1,0,2,8,0,1,1,0,0,14641,6.8,17197,212,54,21.2,1464.1,0.0,0.26,0.8,9.756378687497916,9.813453429832148,9.591649390206587,9.752548376970841,7.454314774699239,7.289678778507267
60,2,1,10,7,7,2,1,1,0,18226,7.2,18871,211,53,1063,1153,21.1,1822.6,16,9,0,7,10,8,0,0,0,0,17163,7.0,17718,229,52,22.9,1716.3,1.0,0.7894736842105263,0.5882352941176471,9.810659290224933,9.845434621087511,9.750569446111415,9.78239278915807,7.508567848339286,7.4485085689898165
14,1,1,5,3,5,0,0,0,0,15892,6.8,18043,216,48,822,25,21.6,1589.2,13,1,0,3,5,3,2,1,1,0,15070,7.2,18018,229,55,22.9,1507.0,0.0,0.5185185185185185,0.625,9.67363403969682,9.800568498528287,9.620527646419676,9.799182035726814,7.3716150734673835,7.318539548567902
16,2,1,9,3,12,1,1,0,1,20316,7.4,18784,230,70,5073,1803,23.0,2031.6,11,1,0,3,9,3,1,0,1,0,15243,6.4,16981,224,69,22.4,1524.3,0.5,0.5925925925925926,0.75,9.919213252997611,9.84081395800807,9.63194126199375,9.739909238559308,7.617071040703666,7.329946391005888
