blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,blue_objective_share,red_objective_share,blue_vision_share,red_vision_share,blue_ward_efficiency,red_ward_efficiency,blue_kill_share,red_kill_share,blue_gold_per_kill,red_gold_per_kill,blue_xp_per_min,red_xp_per_min,gold_obj_momentum,xp_kill_momentum,gold_diff_per_min,xp_diff_per_min
0,16,3,1,12,11,12,0,0,0,0,19460,7.4,19643,223,43,778,1443,22.3,1946.0,11,3,0,11,12,14,0,0,0,0,18682,7.0,18200,234,32,-778,-1443,23.4,1868.2,0.5,0.5,0.5925925925925926,0.4074074074074074,0.1875,0.2727272727272727,0.5217391304347826,0.4782608695652174,1496.923076923077,1556.8333333333333,1964.3,1820.0,0,17316,77.8,144.3
1,17,0,1,8,1,10,0,0,0,0,18888,7.2,18408,232,42,4662,2019,23.2,1888.8,12,1,0,1,8,1,0,0,0,0,14226,6.6,16389,207,64,-4662,-2019,20.7,1422.6,0.5,0.5,0.5862068965517241,0.41379310344827586,0.0,0.08333333333333333,0.8888888888888888,0.1111111111111111,2098.6666666666665,7113.0,1840.8,1638.9,0,16152,466.2,201.9
1,15,2,0,6,6,8,1,1,0,0,16820,6.8,17746,221,44,472,426,22.1,1682.0,14,2,1,6,6,7,0,0,0,0,16348,6.8,17320,185,55,-472,-426,18.5,1634.8,1.0,0.0,0.5172413793103449,0.4827586206896552,0.13333333333333333,0.14285714285714285,0.5,0.5,2402.8571428571427,2335.4285714285716,1774.6,1732.0,472,2556,47.2,42.6
0,12,2,0,3,12,4,0,0,0,0,14015,6.4,15677,178,36,-4929,-3345,17.8,1401.5,15,3,1,12,3,16,1,1,0,0,18944,7.2,19022,228,48,4929,3345,22.8,1894.4,0.0,1.0,0.4444444444444444,0.5555555555555556,0.16666666666666666,0.2,0.2,0.8,3503.75,1457.2307692307693,1567.7,1902.2,0,-10035,-492.9,-334.5
0,85,2,1,5,9,2,1,0,1,0,16235,7.2,18790,213,67,-1126,-601,21.3,1623.5,20,2,0,9,5,6,1,1,0,0,17361,7.2,19391,230,44,1126,601,23.0,1736.1,0.5,0.5,0.8095238095238095,0.19047619047619047,0.023529411764705882,0.1,0.35714285714285715,0.6428571428571429,2705.8333333333335,1736.1,1879.0,1939.1,-1126,-3005,-112.6,-60.1
0,14,2,0,5,6,0,1,1,0,0,15682,7.0,18027,247,44,-438,-778,24.7,1568.2,47,0,1,6,5,6,0,0,0,0,16120,7.0,18805,206,51,438,778,20.6,1612.0,1.0,0.0,0.22950819672131148,0.7704918032786885,0.14285714285714285,0.0,0.45454545454545453,0.5454545454545454,2613.6666666666665,2302.8571428571427,1802.7,1880.5,-438,-3890,-43.8,-77.8
1,18,4,0,8,4,10,0,0,0,0,16870,7.2,18433,207,36,1417,1016,20.7,1687.0,16,1,1,4,8,3,1,0,1,0,15453,6.8,17417,221,48,-1417,-1016,22.1,1545.3,0.0,1.0,0.5294117647058824,0.47058823529411764,0.2222222222222222,0.0625,0.6666666666666666,0.3333333333333333,1874.4444444444443,3090.6,1843.3,1741.7,0,8128,141.7,101.6
0,18,2,1,9,8,7,1,0,1,1,18490,6.8,16745,215,33,479,-658,21.5,1849.0,15,2,0,8,9,15,1,1,0,0,18011,6.8,17403,230,47,-479,658,23.0,1801.1,0.5,0.5,0.5454545454545454,0.45454545454545453,0.1111111111111111,0.13333333333333333,0.5294117647058824,0.47058823529411764,1849.0,2001.2222222222222,1674.5,1740.3,479,-5922,47.9,-65.8
1,16,4,1,8,4,7,0,0,0,0,17863,7.2,19086,256,33,2590,1850,25.6,1786.3,13,5,0,4,8,4,0,0,0,0,15273,7.0,17236,218,48,-2590,-1850,21.8,1527.3,0.5,0.5,0.5517241379310345,0.4482758620689655,0.25,0.38461538461538464,0.6666666666666666,0.3333333333333333,1984.7777777777778,3054.6,1908.6,1723.6,0,14800,259.0,185.0
0,80,5,0,2,6,3,0,0,0,0,14806,6.8,17653,211,66,-2194,-1240,21.1,1480.6,22,3,1,6,2,7,1,1,0,0,17000,7.0,18893,247,44,2194,1240,24.7,1700.0,0.0,1.0,0.7843137254901961,0.21568627450980393,0.0625,0.13636363636363635,0.25,0.75,4935.333333333333,2428.5714285714284,1765.3,1889.3,0,-2480,-219.4,-124.0
1,21,3,0,9,4,7,1,1,0,0,17951,6.8,18031,234,44,3432,2317,23.4,1795.1,16,1,1,4,9,9,0,0,0,0,14519,6.4,15714,183,45,-3432,-2317,18.3,1451.9,1.0,0.0,0.5675675675675675,0.43243243243243246,0.14285714285714285,0.0625,0.6923076923076923,0.3076923076923077,1795.1,2903.8,1803.1,1571.4,3432,20853,343.2,231.7
1,18,1,0,5,4,6,0,0,0,0,16250,6.6,17489,231,48,1245,1084,23.1,1625.0,15,3,1,4,5,5,0,0,0,0,15005,6.6,16405,216,52,-1245,-1084,21.6,1500.5,0.5,0.5,0.5454545454545454,0.45454545454545453,0.05555555555555555,0.2,0.5555555555555556,0.4444444444444444,2708.3333333333335,3001.0,1748.9,1640.5,0,5420,124.5,108.4
0,19,4,0,1,6,2,0,0,0,0,14307,6.4,16295,211,44,-3418,-3733,21.1,1430.7,17,3,1,6,1,5,2,1,1,0,17725,7.4,20028,234,72,3418,3733,23.4,1772.5,0.0,1.0,0.5277777777777778,0.4722222222222222,0.21052631578947367,0.17647058823529413,0.14285714285714285,0.8571428571428571,7153.5,2532.1428571428573,1629.5,2002.8,0,-3733,-341.8,-373.3
0,14,0,1,8,8,6,1,1,0,0,16809,7.0,18470,210,44,-12,-151,21.0,1680.9,13,2,0,8,8,6,0,0,0,0,16821,7.2,18621,221,48,12,151,22.1,1682.1,1.0,0.0,0.5185185185185185,0.48148148148148145,0.0,0.15384615384615385,0.5,0.5,1867.6666666666667,1869.0,1847.0,1862.1,-12,-1208,-1.2,-15.1
0,21,0,0,4,7,4,0,0,0,0,15259,7.0,17666,214,63,-1396,-92,21.4,1525.9,14,6,1,7,4,7,1,1,0,0,16655,6.6,17758,250,48,1396,92,25.0,1665.5,0.0,1.0,0.6,0.4,0.0,0.42857142857142855,0.36363636363636365,0.6363636363636364,3051.8,2081.875,1766.6,1775.8,0,-368,-139.6,-9.2
1,14,0,1,6,4,12,2,1,1,0,16939,7.0,17733,211,56,1419,731,21.1,1693.9,18,3,0,4,6,6,0,0,0,0,15520,6.6,17002,227,54,-1419,-731,22.7,1552.0,1.0,0.0,0.4375,0.5625,0.0,0.16666666666666666,0.6,0.4,2419.8571428571427,3104.0,1773.3,1700.2,2838,4386,141.9,73.1
1,12,5,1,5,6,7,0,0,0,0,16688,7.0,18697,247,49,1008,-248,24.7,1668.8,44,3,0,6,5,5,1,1,0,0,15680,7.4,18945,199,51,-1008,248,19.9,1568.0,0.0,1.0,0.21428571428571427,0.7857142857142857,0.4166666666666667,0.06818181818181818,0.45454545454545453,0.5454545454545454,2781.3333333333335,2240.0,1869.7,1894.5,0,-1240,100.8,-24.8
1,23,1,1,6,4,5,0,0,0,0,15983,7.2,19092,218,48,515,1403,21.8,1598.3,36,4,0,4,6,5,1,1,0,0,15468,6.8,17689,194,60,-515,-1403,19.4,1546.8,0.0,1.0,0.3898305084745763,0.6101694915254238,0.043478260869565216,0.1111111111111111,0.6,0.4,2283.285714285714,3093.6,1909.2,1768.9,0,8418,51.5,140.3
1,17,4,1,14,3,16,0,0,0,0,20139,7.8,21898,218,56,5035,5420,21.8,2013.9,16,1,0,3,14,5,0,0,0,0,15104,6.6,16478,223,40,-5035,-5420,22.3,1510.4,0.5,0.5,0.5151515151515151,0.48484848484848486,0.23529411764705882,0.0625,0.8235294117647058,0.17647058823529413,1342.6,3776.0,2189.8,1647.8,0,75880,503.5,542.0
1,17,3,1,10,5,11,1,1,0,0,17556,6.8,17943,206,40,2153,799,20.6,1755.6,16,2,0,5,10,7,0,0,0,0,15403,6.8,17144,202,51,-2153,-799,20.2,1540.3,1.0,0.0,0.5151515151515151,0.48484848484848486,0.17647058823529413,0.125,0.6666666666666666,0.3333333333333333,1596.0,2567.1666666666665,1794.3,1714.4,2153,7990,215.3,79.9
1,16,2,1,11,4,9,1,1,0,0,19612,7.6,20290,259,50,4871,2019,25.9,1961.2,14,3,0,4,11,1,0,0,0,0,14741,7.0,18271,210,53,-4871,-2019,21.0,1474.1,1.0,0.0,0.5333333333333333,0.4666666666666667,0.125,0.21428571428571427,0.7333333333333333,0.26666666666666666,1634.3333333333333,2948.2,2029.0,1827.1,4871,22209,487.1,201.9
1,18,2,0,6,7,7,1,1,0,0,16527,6.6,16322,229,40,94,-487,22.9,1652.7,94,3,1,7,6,11,0,0,0,0,16433,6.8,16809,190,37,-94,487,19.0,1643.3,1.0,0.0,0.16071428571428573,0.8392857142857143,0.1111111111111111,0.031914893617021274,0.46153846153846156,0.5384615384615384,2361.0,2054.125,1632.2,1680.9,94,-2922,9.4,-48.7
0,14,2,0,4,9,4,0,0,0,0,14743,6.4,15965,197,50,-3465,-3351,19.7,1474.3,20,3,1,9,4,10,1,1,0,0,18208,7.4,19316,224,74,3465,3351,22.4,1820.8,0.0,1.0,0.4117647058823529,0.5882352941176471,0.14285714285714285,0.15,0.3076923076923077,0.6923076923076923,2948.6,1820.8,1596.5,1931.6,0,-13404,-346.5,-335.1
1,165,3,1,11,8,8,1,1,0,1,19556,7.0,18352,229,41,2585,1759,22.9,1955.6,14,1,0,8,11,9,0,0,0,0,16971,6.6,16593,169,63,-2585,-1759,16.9,1697.1,1.0,0.0,0.9217877094972067,0.0782122905027933,0.01818181818181818,0.07142857142857142,0.5789473684210527,0.42105263157894735,1629.6666666666667,1885.6666666666667,1835.2,1659.3,2585,19349,258.5,175.9
1,20,1,1,7,6,8,1,1,0,0,16417,6.8,17202,205,56,161,130,20.5,1641.7,11,2,0,6,7,11,0,0,0,0,16256,6.8,17072,209,60,-161,-130,20.9,1625.6,1.0,0.0,0.6451612903225806,0.3548387096774194,0.05,0.18181818181818182,0.5384615384615384,0.46153846153846156,2052.125,2322.285714285714,1720.2,1707.2,161,910,16.1,13.0
1,17,2,1,2,6,2,0,0,0,0,14767,6.6,16585,230,35,-1233,-1450,23.0,1476.7,38,3,0,6,2,7,1,1,0,0,16000,6.8,18035,193,38,1233,1450,19.3,1600.0,0.0,1.0,0.3090909090909091,0.6909090909090909,0.11764705882352941,0.07894736842105263,0.25,0.75,4922.333333333333,2285.714285714286,1658.5,1803.5,0,-2900,-123.3,-145.0
0,33,1,0,1,9,0,0,0,0,0,13933,6.6,16583,194,51,-5490,-2476,19.4,1393.3,18,2,1,9,1,8,1,1,0,1,19423,7.2,19059,225,52,5490,2476,22.5,1942.3,0.0,1.0,0.6470588235294118,0.35294117647058826,0.030303030303030304,0.1111111111111111,0.1,0.9,6966.5,1942.3,1658.3,1905.9,0,-2476,-549.0,-247.6
1,13,0,1,8,8,7,1,1,0,0,16228,6.6,16387,194,44,-412,22,19.4,1622.8,16,0,0,8,8,9,0,0,0,0,16640,6.6,16365,208,51,412,-22,20.8,1664.0,1.0,0.0,0.4482758620689655,0.5517241379310345,0.0,0.0,0.5,0.5,1803.111111111111,1848.888888888889,1638.7,1636.5,-412,176,-41.2,2.2
1,19,2,0,5,9,6,0,0,0,0,16032,6.8,17171,220,45,-2222,-1252,22.0,1603.2,15,1,1,9,5,10,1,1,0,0,18254,7.0,18423,225,40,2222,1252,22.5,1825.4,0.0,1.0,0.5588235294117647,0.4411764705882353,0.10526315789473684,0.06666666666666667,0.35714285714285715,0.6428571428571429,2672.0,1825.4,1717.1,1842.3,0,-6260,-222.2,-125.2
1,16,4,0,4,6,5,0,0,0,0,15403,6.8,17661,216,43,-1636,-2200,21.6,1540.3,15,3,1,6,4,5,1,1,0,0,17039,7.2,19861,245,60,1636,2200,24.5,1703.9,0.0,1.0,0.5161290322580645,0.4838709677419355,0.25,0.2,0.4,0.6,3080.6,2434.1428571428573,1766.1,1986.1,0,-8800,-163.6,-220.0
1,13,2,1,7,12,5,1,1,0,0,16544,6.8,17779,194,56,-3011,-1199,19.4,1654.4,16,0,0,12,7,20,0,0,0,0,19555,7.0,18978,222,36,3011,1199,22.2,1955.5,1.0,0.0,0.4482758620689655,0.5517241379310345,0.15384615384615385,0.0,0.3684210526315789,0.631578947368421,2068.0,1504.2307692307693,1777.9,1897.8,-3011,-8393,-301.1,-119.9
1,22,2,1,6,0,8,1,1,0,0,17359,7.4,20592,265,59,2923,2787,26.5,1735.9,15,7,0,0,6,0,0,0,0,0,14436,6.8,17805,242,48,-2923,-2787,24.2,1443.6,1.0,0.0,0.5945945945945946,0.40540540540540543,0.09090909090909091,0.4666666666666667,1.0,0.0,2479.8571428571427,14436.0,2059.2,1780.5,2923,16722,292.3,278.7
1,18,1,0,8,4,10,2,1,1,0,16993,7.2,18608,212,48,937,530,21.2,1699.3,19,3,1,4,8,3,0,0,0,0,16056,7.0,18078,205,66,-937,-530,20.5,1605.6,1.0,0.0,0.4864864864864865,0.5135135135135135,0.05555555555555555,0.15789473684210525,0.6666666666666666,0.3333333333333333,1888.111111111111,3211.2,1860.8,1807.8,1874,4240,93.7,53.0
1,39,2,0,7,7,9,0,0,0,0,16391,7.0,17955,209,39,129,230,20.9,1639.1,35,2,1,7,7,5,1,1,0,0,16262,6.6,17725,199,63,-129,-230,19.9,1626.2,0.0,1.0,0.527027027027027,0.47297297297297297,0.05128205128205128,0.05714285714285714,0.5,0.5,2048.875,2032.75,1795.5,1772.5,0,1610,12.9,23.0
1,31,4,1,5,5,10,1,1,0,0,16737,6.8,17553,231,52,272,-467,23.1,1673.7,15,2,0,5,5,8,0,0,0,0,16465,7.0,18020,218,48,-272,467,21.8,1646.5,1.0,0.0,0.6739130434782609,0.32608695652173914,0.12903225806451613,0.13333333333333333,0.5,0.5,2789.5,2744.1666666666665,1755.3,1802.0,272,-2335,27.2,-46.7
0,16,2,0,8,9,9,0,0,0,0,16075,6.8,17316,200,45,-1778,-1128,20.0,1607.5,19,5,1,9,8,10,1,1,0,0,17853,7.0,18444,208,50,1778,1128,20.8,1785.3,0.0,1.0,0.45714285714285713,0.5428571428571428,0.125,0.2631578947368421,0.47058823529411764,0.5294117647058824,1786.111111111111,1785.3,1731.6,1844.4,0,-9024,-177.8,-112.8
1,17,2,0,4,1,4,0,0,0,0,16654,7.2,19392,255,59,1856,1530,25.5,1665.4,16,1,1,1,4,1,2,1,1,0,14798,6.8,17862,244,48,-1856,-1530,24.4,1479.8,0.0,1.0,0.5151515151515151,0.48484848484848486,0.11764705882352941,0.0625,0.8,0.2,3330.8,7399.0,1939.2,1786.2,0,6120,185.6,153.0
0,55,2,0,6,7,8,2,1,1,0,16289,6.8,17723,208,56,-963,-64,20.8,1628.9,14,6,1,7,6,11,0,0,0,0,17252,7.0,17787,230,56,963,64,23.0,1725.2,1.0,0.0,0.7971014492753623,0.2028985507246377,0.03636363636363636,0.42857142857142855,0.46153846153846156,0.5384615384615384,2327.0,2156.5,1772.3,1778.7,-1926,-384,-96.3,-6.4
0,14,7,0,6,6,7,1,0,1,0,15928,6.8,17872,195,43,806,371,19.5,1592.8,15,3,1,6,6,7,1,1,0,0,15122,6.8,17501,200,44,-806,-371,20.0,1512.2,0.5,0.5,0.4827586206896552,0.5172413793103449,0.5,0.2,0.5,0.5,2275.4285714285716,2160.285714285714,1787.2,1750.1,806,2226,80.6,37.1
0,35,3,1,8,4,11,1,1,0,0,17857,7.2,19272,239,51,2374,1332,23.9,1785.7,16,3,0,4,8,3,0,0,0,0,15483,7.0,17940,239,52,-2374,-1332,23.9,1548.3,1.0,0.0,0.6862745098039216,0.3137254901960784,0.08571428571428572,0.1875,0.6666666666666666,0.3333333333333333,1984.111111111111,3096.6,1927.2,1794.0,2374,10656,237.4,133.2
0,16,2,1,4,8,4,1,1,0,0,15247,6.6,17064,209,56,-2720,-2473,20.9,1524.7,12,3,0,8,4,9,0,0,0,0,17967,7.2,19537,207,64,2720,2473,20.7,1796.7,1.0,0.0,0.5714285714285714,0.42857142857142855,0.125,0.25,0.3333333333333333,0.6666666666666666,3049.4,1996.3333333333333,1706.4,1953.7,-2720,-9892,-272.0,-247.3
1,18,4,1,5,1,5,2,1,1,0,16951,7.2,18681,270,43,1341,-85,27.0,1695.1,77,4,0,1,5,1,0,0,0,0,15610,7.2,18766,254,76,-1341,85,25.4,1561.0,1.0,0.0,0.18947368421052632,0.8105263157894737,0.2222222222222222,0.05194805194805195,0.8333333333333334,0.16666666666666666,2825.1666666666665,7805.0,1868.1,1876.6,2682,-425,134.1,-8.5
0,16,1,0,4,7,1,0,0,0,0,14125,6.6,16758,170,44,-2858,-520,17.0,1412.5,17,0,1,7,4,9,1,1,0,0,16983,7.0,17278,224,48,2858,520,22.4,1698.3,0.0,1.0,0.48484848484848486,0.5151515151515151,0.0625,0.0,0.36363636363636365,0.6363636363636364,2825.0,2122.875,1675.8,1727.8,0,-2080,-285.8,-52.0
0,14,3,1,8,5,11,0,0,0,0,18074,7.4,19746,235,54,1887,1295,23.5,1807.4,15,2,0,5,8,4,0,0,0,0,16187,7.0,18451,220,64,-1887,-1295,22.0,1618.7,0.5,0.5,0.4827586206896552,0.5172413793103449,0.21428571428571427,0.13333333333333333,0.6153846153846154,0.38461538461538464,2008.2222222222222,2697.8333333333335,1974.6,1845.1,0,10360,188.7,129.5
1,14,1,0,6,6,8,0,0,0,0,16433,7.0,18215,229,52,-350,49,22.9,1643.3,16,2,1,6,6,4,0,0,0,0,16783,7.0,18166,224,43,350,-49,22.4,1678.3,0.5,0.5,0.4666666666666667,0.5333333333333333,0.07142857142857142,0.125,0.5,0.5,2347.5714285714284,2397.5714285714284,1821.5,1816.6,0,294,-35.0,4.9
1,35,3,1,6,6,8,1,1,0,0,16073,7.0,18021,196,52,-570,467,19.6,1607.3,146,3,0,6,6,10,0,0,0,0,16643,6.8,17554,215,46,570,-467,21.5,1664.3,1.0,0.0,0.19337016574585636,0.8066298342541437,0.08571428571428572,0.02054794520547945,0.5,0.5,2296.1428571428573,2377.5714285714284,1802.1,1755.4,-570,2802,-57.0,46.7
0,19,3,0,7,11,6,0,0,0,0,16509,6.8,17298,210,53,-1997,-2590,21.0,1650.9,35,4,1,11,7,10,0,0,0,0,18506,7.4,19888,228,67,1997,2590,22.8,1850.6,0.5,0.5,0.35185185185185186,0.6481481481481481,0.15789473684210525,0.11428571428571428,0.3888888888888889,0.6111111111111112,2063.625,1542.1666666666667,1729.8,1988.8,0,-18130,-199.7,-259.0
1,14,1,0,3,1,3,0,0,0,0,15704,7.0,17817,246,50,789,-175,24.6,1570.4,20,1,1,1,3,2,1,1,0,0,14915,6.8,17992,232,72,-789,175,23.2,1491.5,0.0,1.0,0.4117647058823529,0.5882352941176471,0.07142857142857142,0.05,0.75,0.25,3926.0,7457.5,1781.7,1799.2,0,-525,78.9,-17.5
0,15,2,1,2,12,3,0,0,0,0,14379,6.6,16423,203,49,-6676,-3924,20.3,1437.9,12,5,0,12,2,14,1,1,0,1,21055,7.2,20347,223,66,6676,3924,22.3,2105.5,0.0,1.0,0.5555555555555556,0.4444444444444444,0.13333333333333333,0.4166666666666667,0.14285714285714285,0.8571428571428571,4793.0,1619.6153846153845,1642.3,2034.7,0,-7848,-667.6,-392.4
0,16,0,0,8,6,9,1,1,0,0,18206,7.2,19094,224,56,1137,-92,22.4,1820.6,12,4,1,6,8,6,0,0,0,0,17069,7.4,19186,220,68,-1137,92,22.0,1706.9,1.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.3333333333333333,0.5714285714285714,0.42857142857142855,2022.888888888889,2438.4285714285716,1909.4,1918.6,1137,-736,113.7,-9.2
1,14,3,1,7,1,6,1,1,0,0,17141,7.0,18486,230,36,3332,1330,23.0,1714.1,36,4,0,1,7,0,1,0,1,0,13809,6.8,17156,218,48,-3332,-1330,21.8,1380.9,0.5,0.5,0.28,0.72,0.21428571428571427,0.1111111111111111,0.875,0.125,2142.625,6904.5,1848.6,1715.6,3332,9310,333.2,133.0
1,34,2,1,10,10,7,0,0,0,0,17838,7.0,18262,230,39,-482,668,23.0,1783.8,21,4,0,10,10,16,1,0,1,0,18320,6.8,17594,202,40,482,-668,20.2,1832.0,0.0,1.0,0.6181818181818182,0.38181818181818183,0.058823529411764705,0.19047619047619047,0.5,0.5,1621.6363636363637,1665.4545454545455,1826.2,1759.4,0,6680,-48.2,66.8
0,19,3,1,8,3,4,1,0,1,1,19224,7.6,20086,225,56,4674,2219,22.5,1922.4,34,3,0,3,8,4,1,1,0,0,14550,7.0,17867,189,64,-4674,-2219,18.9,1455.0,0.5,0.5,0.3584905660377358,0.6415094339622641,0.15789473684210525,0.08823529411764706,0.7272727272727273,0.2727272727272727,2136.0,3637.5,2008.6,1786.7,4674,17752,467.4,221.9
1,176,1,0,9,8,11,0,0,0,0,17426,7.0,17243,234,33,395,-504,23.4,1742.6,15,3,1,8,9,9,0,0,0,0,17031,6.8,17747,188,60,-395,504,18.8,1703.1,0.5,0.5,0.9214659685863874,0.07853403141361257,0.005681818181818182,0.2,0.5294117647058824,0.47058823529411764,1742.6,1892.3333333333333,1724.3,1774.7,0,-4536,39.5,-50.4
0,10,2,0,2,13,2,0,0,0,0,14198,6.4,15730,195,41,-4030,-2539,19.5,1419.8,17,1,1,13,2,15,0,0,0,0,18228,7.0,18269,198,43,4030,2539,19.8,1822.8,0.5,0.5,0.37037037037037035,0.6296296296296297,0.2,0.058823529411764705,0.13333333333333333,0.8666666666666667,4732.666666666667,1302.0,1573.0,1826.9,0,-5078,-403.0,-253.9
0,19,3,0,3,4,1,0,0,0,0,15537,7.2,18116,239,56,-294,-531,23.9,1553.7,15,5,1,4,3,4,1,0,1,0,15831,7.2,18647,244,48,294,531,24.4,1583.1,0.0,1.0,0.5588235294117647,0.4411764705882353,0.15789473684210525,0.3333333333333333,0.42857142857142855,0.5714285714285714,3884.25,3166.2,1811.6,1864.7,0,-1593,-29.4,-53.1
1,13,4,0,7,8,6,1,0,1,0,16464,6.6,17075,209,52,166,395,20.9,1646.4,16,1,1,8,7,12,1,1,0,0,16298,6.6,16680,167,40,-166,-395,16.7,1629.8,0.5,0.5,0.4482758620689655,0.5517241379310345,0.3076923076923077,0.0625,0.4666666666666667,0.5333333333333333,2058.0,1810.888888888889,1707.5,1668.0,166,2765,16.6,39.5
1,12,4,0,3,5,6,0,0,0,0,14771,7.0,17825,227,44,-1426,-26,22.7,1477.1,24,2,1,5,3,4,2,1,1,0,16197,7.0,17851,218,52,1426,26,21.8,1619.7,0.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.375,0.625,3692.75,2699.5,1782.5,1785.1,0,-78,-142.6,-2.6
0,12,4,0,3,8,2,0,0,0,0,15027,6.6,17054,211,56,-2037,110,21.1,1502.7,20,1,1,8,3,11,1,1,0,0,17064,6.6,16944,197,44,2037,-110,19.7,1706.4,0.0,1.0,0.375,0.625,0.3333333333333333,0.05,0.2727272727272727,0.7272727272727273,3756.75,1896.0,1705.4,1694.4,0,330,-203.7,11.0
0,16,7,0,7,7,7,1,1,0,0,16352,6.8,18216,224,56,-435,-1431,22.4,1635.2,18,4,1,7,7,7,0,0,0,0,16787,7.2,19647,233,47,435,1431,23.3,1678.7,1.0,0.0,0.47058823529411764,0.5294117647058824,0.4375,0.2222222222222222,0.5,0.5,2044.0,2098.375,1821.6,1964.7,-435,-10017,-43.5,-143.1
0,22,4,1,10,9,8,1,1,0,0,17394,7.0,18046,195,28,-614,-846,19.5,1739.4,14,3,0,9,10,8,0,0,0,0,18008,7.0,18892,187,92,614,846,18.7,1800.8,1.0,0.0,0.6111111111111112,0.3888888888888889,0.18181818181818182,0.21428571428571427,0.5263157894736842,0.47368421052631576,1581.2727272727273,1800.8,1804.6,1889.2,-614,-8460,-61.4,-84.6
1,40,5,0,4,4,5,1,0,1,0,15447,7.0,17708,201,43,63,261,20.1,1544.7,16,6,1,4,4,1,1,1,0,0,15384,6.8,17447,228,49,-63,-261,22.8,1538.4,0.5,0.5,0.7142857142857143,0.2857142857142857,0.125,0.375,0.5,0.5,3089.4,3076.8,1770.8,1744.7,63,1044,6.3,26.1
1,16,6,1,6,6,2,2,1,1,0,15693,6.6,17206,199,56,355,818,19.9,1569.3,17,2,0,6,6,5,0,0,0,0,15338,6.6,16388,192,48,-355,-818,19.2,1533.8,1.0,0.0,0.48484848484848486,0.5151515151515151,0.375,0.11764705882352941,0.5,0.5,2241.8571428571427,2191.1428571428573,1720.6,1638.8,710,4908,35.5,81.8
1,25,7,0,7,6,11,0,0,0,0,16414,6.8,17333,205,48,-33,-677,20.5,1641.4,16,10,1,6,7,6,0,0,0,0,16447,7.0,18010,223,56,33,677,22.3,1644.7,0.5,0.5,0.6097560975609756,0.3902439024390244,0.28,0.625,0.5384615384615384,0.46153846153846156,2051.75,2349.5714285714284,1733.3,1801.0,0,-4739,-3.3,-67.7
1,19,2,1,8,3,10,1,0,1,0,18272,7.2,19342,233,58,3723,3777,23.3,1827.2,15,1,0,3,8,3,1,1,0,0,14549,6.4,15565,196,51,-3723,-3777,19.6,1454.9,0.5,0.5,0.5588235294117647,0.4411764705882353,0.10526315789473684,0.06666666666666667,0.7272727272727273,0.2727272727272727,2030.2222222222222,3637.25,1934.2,1556.5,3723,30216,372.3,377.7
0,14,4,0,9,11,7,0,0,0,0,17137,7.0,18112,188,46,-1730,24,18.8,1713.7,12,4,1,11,9,11,2,1,1,0,18867,7.0,18088,211,40,1730,-24,21.1,1886.7,0.0,1.0,0.5384615384615384,0.46153846153846156,0.2857142857142857,0.3333333333333333,0.45,0.55,1713.7,1572.25,1811.2,1808.8,0,216,-173.0,2.4
1,21,6,0,9,7,10,0,0,0,0,17329,6.8,17577,223,48,675,691,22.3,1732.9,28,6,1,7,9,6,2,1,1,0,16654,6.8,16886,227,30,-675,-691,22.7,1665.4,0.0,1.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.5625,0.4375,1732.9,2081.75,1757.7,1688.6,0,6219,67.5,69.1
1,15,6,0,6,1,3,2,1,1,1,17459,7.0,18810,226,52,3734,2743,22.6,1745.9,20,5,1,1,6,1,0,0,0,0,13725,6.4,16067,198,48,-3734,-2743,19.8,1372.5,1.0,0.0,0.42857142857142855,0.5714285714285714,0.4,0.25,0.8571428571428571,0.14285714285714285,2494.1428571428573,6862.5,1881.0,1606.7,7468,16458,373.4,274.3
0,18,3,0,7,6,6,0,0,0,0,15847,6.6,16305,199,36,-1252,-1190,19.9,1584.7,16,5,1,6,7,6,1,0,1,0,17099,6.6,17495,231,51,1252,1190,23.1,1709.9,0.0,1.0,0.5294117647058824,0.47058823529411764,0.16666666666666666,0.3125,0.5384615384615384,0.46153846153846156,1980.875,2442.714285714286,1630.5,1749.5,0,-8330,-125.2,-119.0
1,12,3,0,4,5,3,1,1,0,0,15131,6.8,17618,223,44,-735,46,22.3,1513.1,17,2,1,5,4,5,0,0,0,0,15866,7.0,17572,221,55,735,-46,22.1,1586.6,1.0,0.0,0.41379310344827586,0.5862068965517241,0.25,0.11764705882352941,0.4444444444444444,0.5555555555555556,3026.2,2644.3333333333335,1761.8,1757.2,-735,184,-73.5,4.6
